STATEA,COUNTYA,AJWME001,AJXCE001,AJXCE002,AJXCE003,AJXCE004,AJXCE005,AJXCE006,AJXCE007,AJXCE008,AJXCE009,AJXCE010,AJXCE011,AJXCE012,AJXCE013,AJXCE014,AJXCE015,AJXCE016,AJXCE017,AJXCE018,AJXCE019,AJXCE020,AJXCE021
28,73,61223,27735,25480,23769,1711,1199,331,68,75,38,25,25,0,0,0,0,0,22,17,270,1349,572
28,75,77323,31570,29726,26066,3660,2639,486,246,97,192,2,2,0,0,0,0,56,37,15,770,476,488
28,77,12630,4668,4305,4073,232,144,33,16,10,29,30,0,0,0,0,30,0,0,0,61,46,226
28,79,22870,8220,7816,6598,1218,912,163,15,51,77,20,20,0,0,0,0,0,0,0,172,76,136
28,81,84915,37701,36118,33144,2974,2190,588,124,59,13,96,96,0,0,0,0,91,19,12,336,197,832
28,83,29804,9070,8580,7873,707,519,118,45,2,23,73,73,0,0,0,0,0,0,15,135,4,263
28,85,34432,12611,12062,11479,583,370,108,90,15,0,75,26,0,0,0,49,0,0,0,65,177,232
28,87,59437,24779,23382,21881,1501,1232,139,80,39,11,4,4,0,0,0,0,24,56,77,177,206,853
28,89,103498,51362,49053,44901,4152,3435,287,207,50,173,99,99,0,0,0,0,0,32,44,342,550,1242
28,91,25202,8559,7945,7406,539,323,124,69,12,11,51,51,0,0,0,0,0,0,3,39,350,171
28,93,35787,13883,12694,11989,705,543,66,24,19,53,64,53,0,0,11,0,0,17,0,199,133,776
28,95,35840,14220,13423,12229,1194,920,176,80,18,0,25,25,0,0,0,0,0,0,0,110,27,635
28,97,10198,3848,3635,3341,294,208,54,25,7,0,0,0,0,0,0,0,0,0,0,0,71,142
28,99,29376,11493,10739,8669,2070,1588,185,148,141,8,35,35,0,0,0,0,0,16,0,262,313,128
28,101,21524,8102,7648,6570,1078,731,247,40,51,9,29,29,0,0,0,0,0,1,0,82,212,130
28,103,10828,3882,3736,3126,610,503,69,17,13,8,0,0,0,0,0,0,0,0,0,0,45,101
28,105,49481,20249,18644,16537,2107,1526,510,54,0,17,128,128,0,0,0,0,0,0,34,422,168,853
28,107,34243,12415,11866,10869,997,805,141,0,38,13,8,8,0,0,0,0,0,0,0,94,24,423
28,109,55149,21171,19850,16976,2874,2014,547,99,119,95,1,1,0,0,0,0,19,0,7,258,300,736
28,111,12028,4491,4057,3853,204,149,32,3,0,20,0,0,0,0,0,0,0,0,0,79,265,90
28,113,39737,13683,12816,11954,862,579,157,44,0,82,55,55,0,0,0,0,17,0,3,190,418,184
28,115,31315,12949,12409,11340,1069,881,120,22,38,8,9,9,0,0,0,0,0,0,0,73,350,108
28,117,25360,9525,9091,8087,1004,705,168,84,34,13,4,4,0,0,0,0,0,0,0,97,141,192
28,119,7372,2230,2099,1874,225,174,36,15,0,0,0,0,0,0,0,0,0,0,0,59,16,56
28,121,151240,72738,70078,63805,6273,4855,990,291,86,51,6,6,0,0,0,0,15,165,12,346,374,1742
28,123,28415,11029,10600,8507,2093,1411,360,203,56,63,93,93,0,0,0,0,0,5,0,61,88,182
28,125,4511,1475,1421,1195,226,160,66,0,0,0,21,21,0,0,0,0,0,0,0,22,4,7
28,127,27073,10529,10222,9274,948,715,182,43,0,8,0,0,0,0,0,0,0,0,0,87,152,68
28,129,16063,6440,5918,5577,341,290,9,17,0,25,50,50,0,0,0,0,0,0,0,78,166,228
28,131,18375,7758,7050,6093,957,815,52,64,17,9,19,19,0,0,0,0,0,0,0,155,449,85
28,133,26532,8015,7518,6589,929,572,251,70,20,16,33,33,0,0,0,0,0,14,9,233,100,108
28,135,14361,3813,3466,3113,353,253,71,29,0,0,0,0,0,0,0,0,0,0,8,138,0,201
28,137,28493,11746,11214,10276,938,753,101,39,38,7,4,4,0,0,0,0,0,12,1,138,139,238
28,139,21990,8789,8268,7366,902,688,185,15,14,0,2,2,0,0,0,0,0,0,0,99,61,359
28,141,19478,7702,7575,6794,781,568,204,2,7,0,0,0,0,0,0,0,0,0,0,53,15,59
28,143,10170,4059,3878,3558,320,249,55,16,0,0,0,0,0,0,0,0,0,7,0,73,58,43
28,145,28356,11894,11671,10495,1176,897,241,24,0,14,0,0,0,0,0,0,0,0,0,108,30,85
28,147,14601,5308,4998,4512,486,383,72,14,0,17,0,0,0,0,0,0,0,0,0,33,83,194
28,149,47075,19123,18481,16755,1726,1307,179,71,76,93,37,37,0,0,0,0,54,13,13,179,140,206
28,151,47086,16833,16268,14542,1726,1317,283,33,25,68,6,0,0,0,0,6,5,6,0,219,136,193
28,153,20422,7858,6809,6288,521,248,230,0,0,43,69,69,0,0,0,0,0,0,0,115,268,597
28,155,9828,3643,3457,3255,202,154,46,2,0,0,14,14,0,0,0,0,0,0,0,64,73,35
28,157,8990,2409,2298,2163,135,103,32,0,0,0,5,5,0,0,0,0,0,0,0,31,0,75
28,159,18358,7020,6643,5512,1131,630,292,65,22,122,19,3,16,0,0,0,7,25,11,141,125,49
28,161,12421,5390,5307,4799,508,362,131,15,0,0,10,10,0,0,0,0,0,0,0,26,22,25
28,163,27974,7899,7585,6335,1250,1035,85,68,54,8,0,0,0,0,0,0,0,9,0,67,85,153
29,1,25325,10650,9601,8285,1316,793,309,173,12,29,14,12,0,0,0,2,0,30,130,329,43,503
29,3,17403,8268,7805,7254,551,455,30,43,12,11,3,3,0,0,0,0,0,0,17,182,19,242
29,5,5270,2624,2382,2104,278,151,75,10,25,17,6,6,0,0,0,0,0,4,2,87,20,123
29,7,25735,10599,9582,8658,924,640,87,124,73,0,0,0,0,0,0,0,0,16,0,308,160,533
29,9,35493,14385,12970,11521,1449,1256,169,9,0,15,29,19,10,0,0,0,0,21,0,392,202,771
29,11,11850,5174,4674,4336,338,218,73,43,4,0,9,9,0,0,0,0,23,1,1,102,74,290
29,13,16374,7477,6488,5596,892,755,128,4,2,3,36,36,0,0,0,0,0,0,0,221,90,642
29,15,18989,6426,5755,4855,900,797,80,21,0,2,13,13,0,0,0,0,0,3,16,149,97,393
29,17,12281,4808,4207,3297,910,698,131,56,0,25,50,50,0,0,0,0,0,0,0,195,58,298
29,19,176515,91335,81328,71686,9642,8554,667,183,137,101,1039,1029,10,0,0,0,182,116,747,3447,532,3944
29,21,89076,41392,38740,34332,4408,3488,608,243,67,2,361,318,0,26,0,17,64,109,34,722,380,982
29,23,42733,16817,15432,13615,1817,1458,253,100,6,0,188,188,0,0,0,0,59,21,46,379,163,529
29,25,9049,3784,3490,3097,393,282,91,19,1,0,1,1,0,0,0,0,0,0,0,108,32,153
29,27,44840,20013,18648,16613,2035,1582,237,78,58,80,8,8,0,0,0,0,1,10,21,134,444,747
29,29,45096,17995,16587,14575,2012,1579,250,113,22,48,28,28,0,0,0,0,0,29,0,226,152,973
29,31,78324,36685,34017,30170,3847,3206,337,201,95,8,193,144,0,0,34,15,82,75,66,979,150,1123
29,33,8843,3638,3163,2843,320,218,65,24,0,13,1,1,0,0,0,0,0,0,0,65,56,353
29,35,6197,2434,2025,1845,180,163,7,10,0,0,0,0,0,0,0,0,0,0,0,92,53,264
29,37,102678,49713,46628,42383,4245,3502,418,184,108,33,43,34,0,5,0,4,0,67,34,431,226,2284
29,39,13938,5235,4699,4291,408,255,77,37,28,11,0,0,0,0,0,0,0,12,0,108,23,393
29,41,7546,3130,2811,2462,349,221,52,17,26,33,0,0,0,0,0,0,0,0,2,46,36,235
29,43,84275,39433,36799,33567,3232,2330,581,164,59,98,8,6,0,2,0,0,38,29,38,375,387,1759
29,45,6800,3247,2828,2576,252,170,57,11,14,0,1,1,0,0,0,0,0,0,0,132,66,220
29,47,239164,123441,113556,102837,10719,8963,987,350,280,139,523,523,0,0,0,0,189,195,76,1531,763,6608
29,49,20475,9360,8753,7740,1013,729,106,111,67,0,52,44,0,0,0,8,0,13,13,69,46,414
29,51,76740,37124,35264,32121,3143,2455,394,228,62,4,193,178,0,0,15,0,0,30,15,369,333,920
29,53,17622,7584,6916,6145,771,633,85,27,6,20,14,14,0,0,0,0,14,4,6,148,128,354
29,55,24280,9217,8555,7433,1122,939,115,68,0,0,34,34,0,0,0,0,0,0,29,136,38,425
29,57,7590,2931,2455,2155,300,249,18,26,3,4,10,10,0,0,0,0,0,3,3,60,69,331
29,59,16499,6082,5348,4598,750,653,48,26,23,0,16,16,0,0,0,0,0,18,87,179,143,291
29,61,8302,3428,3014,2515,499,336,62,56,20,25,0,0,0,0,0,0,20,5,7,130,59,193
29,63,12564,4231,3904,3566,338,267,58,6,7,0,1,1,0,0,0,0,0,0,7,119,41,159
29,65,15504,6110,5677,4936,741,616,81,44,0,0,19,19,0,0,0,0,0,22,0,55,104,233
29,67,13374,4655,4186,3620,566,461,71,27,7,0,6,6,0,0,0,0,0,0,6,183,55,219
29,69,30428,11156,10300,9020,1280,920,239,45,76,0,37,18,19,0,0,0,29,12,47,378,62,291
29,71,102781,49677,46761,42179,4582,3567,617,243,85,70,123,123,0,0,0,0,0,2,60,660,306,1765
29,73,14746,6799,6369,5611,758,656,91,5,0,6,5,5,0,0,0,0,0,3,4,139,39,240
29,75,6665,2986,2730,2331,399,296,35,26,39,3,27,27,0,0,0,0,0,0,0,130,15,84
29,77,288429,135736,124738,112000,12738,10731,1191,450,269,97,939,905,0,0,34,0,106,251,538,2921,651,5592
29,79,10039,4564,3837,3525,312,206,73,8,25,0,72,38,0,34,0,0,0,2,20,266,68,299
29,81,8554,3723,3344,2925,419,240,72,96,0,11,2,2,0,0,0,0,0,0,0,139,94,144
29,83,21765,8740,7989,7231,758,594,96,14,39,15,20,20,0,0,0,0,0,1,0,179,89,462
29,85,9368,3195,2897,2597,300,288,10,2,0,0,0,0,0,0,0,0,61,0,0,52,43,142
29,87,4456,2045,1871,1647,224,215,0,4,2,3,6,6,0,0,0,0,0,0,0,81,16,71
29,89,10113,4657,4076,3641,435,336,76,8,15,0,0,0,0,0,0,0,0,2,7,143,84,345
29,91,40102,16452,15593,13772,1821,1546,158,54,39,24,64,64,0,0,0,0,6,4,15,113,121,536
29,93,10221,3798,3572,3023,549,443,60,41,0,5,5,5,0,0,0,0,0,0,12,78,45,86
29,95,692003,338514,305673,281556,24117,18765,3002,1480,431,439,7119,6906,158,0,21,34,229,375,585,5649,3195,15689
29,97,119238,55916,52295,46641,5654,4412,607,335,217,83,246,218,25,3,0,0,33,122,145,895,333,1847
29,99,223302,108550,103098,94603,8495,6438,1124,595,243,95,241,203,0,38,0,0,12,75,20,622,540,3942
29,101,53689,26771,23963,21662,2301,1721,405,51,74,50,31,31,0,0,0,0,0,103,114,1113,108,1339
29,103,3951,1554,1345,1233,112,90,22,0,0,0,0,0,0,0,0,0,0,0,0,53,11,145
29,105,35507,14915,13942,12091,1851,1582,137,99,16,17,12,12,0,0,0,0,15,0,0,255,162,529
29,107,32589,15009,13674,11889,1785,1360,199,80,138,8,16,16,0,0,0,0,0,1,16,286,184,832
29,109,38133,16471,14917,13020,1897,1683,101,65,36,12,15,15,0,0,0,0,0,53,2,242,448,794
29,111,10027,4565,3887,3355,532,435,64,10,23,0,26,24,0,2,0,0,9,0,0,231,61,351
29,113,55563,25920,24694,22367,2327,1831,420,54,14,8,29,24,0,0,0,5,0,34,29,66,247,821
29,115,12186,5434,4959,4312,647,467,139,20,21,0,0,0,0,0,0,0,0,9,0,134,84,248
29,117,15076,6515,5884,5268,616,529,59,11,6,11,28,28,0,0,0,0,0,0,1,130,127,345
29,119,22827,9262,8612,7333,1279,905,136,105,131,2,4,4,0,0,0,0,0,38,38,117,75,378
29,121,15254,6290,5854,5223,631,493,61,45,19,13,50,39,0,0,7,4,0,12,5,123,40,206
29,123,12205,4984,4724,3933,791,605,120,30,16,20,4,4,0,0,0,0,0,0,0,29,64,163
29,125,8884,3669,3226,2651,575,495,50,13,17,0,6,6,0,0,0,0,0,0,0,108,34,295
29,127,28672,12867,11731,10678,1053,808,158,46,33,8,27,27,0,0,0,0,17,24,14,364,62,628
29,129,3664,1647,1387,1233,154,101,27,26,0,0,10,10,0,0,0,0,8,0,0,83,16,143
29,131,25049,10537,9762,8065,1697,1315,138,221,23,0,10,10,0,0,0,0,0,0,2,220,143,400
29,133,13748,4612,4322,3563,759,566,144,38,11,0,13,13,0,0,0,0,0,0,0,146,24,107
29,135,15958,6589,6047,5118,929,627,113,131,58,0,18,18,0,0,0,0,11,3,48,116,113,233
29,137,8654,3824,3523,3119,404,315,45,15,19,10,0,0,0,0,0,0,0,0,0,62,39,200
29,139,11545,4944,4599,4224,375,254,76,16,20,9,30,30,0,0,0,0,0,0,7,133,7,168
29,141,20137,7310,6112,5255,857,650,68,99,30,10,23,23,0,0,0,0,0,0,69,279,305,522
29,143,17811,6493,6001,5244,757,552,132,39,34,0,40,40,0,0,0,0,0,0,0,174,14,264
29,145,58202,26314,24143,21332,2811,2315,257,216,23,0,41,4,21,13,0,3,0,28,33,369,302,1398
29,147,22547,10892,9714,8643,1071,768,153,110,20,20,16,16,0,0,0,0,0,1,104,477,64,516
29,149,10699,4037,3730,3428,302,246,26,7,0,23,34,34,0,0,0,0,0,0,0,47,49,177
29,151,13619,6913,6473,5527,946,643,167,80,23,33,21,21,0,0,0,0,0,9,0,142,72,196
29,153,9236,3009,2667,2318,349,261,71,8,9,0,8,8,0,0,0,0,0,0,0,166,11,157
29,155,17031,5944,5657,5172,485,365,60,14,21,25,25,25,0,0,0,0,0,0,0,131,22,109
29,157,19146,9030,8670,7641,1029,672,188,146,20,3,18,9,0,0,0,9,0,10,0,51,29,252
29,159,42371,18299,16887,15339,1548,1076,323,68,65,16,102,102,0,0,0,0,0,34,0,310,80,886
29,161,44789,18595,16953,15113,1840,1510,240,27,41,22,117,117,0,0,0,0,138,0,54,655,192,486
29,163,18489,7495,6654,6086,568,472,50,44,2,0,10,9,0,0,1,0,0,2,0,179,131,519
29,165,98824,52141,48113,43699,4414,3562,426,137,194,95,300,249,38,13,0,0,107,32,30,505,317,2737
29,167,31549,13871,12569,11075,1494,1300,165,2,10,17,18,18,0,0,0,0,0,0,0,395,96,793
29,169,52591,27841,18405,16469,1936,1790,109,34,0,3,87,87,0,0,0,0,65,77,91,2553,95,6468
29,171,4815,1963,1791,1459,332,236,65,31,0,0,0,0,0,0,0,0,0,0,2,36,12,122
29,173,10217,4915,4450,4088,362,336,25,1,0,0,0,0,0,0,0,0,0,8,0,97,37,323
29,175,24945,10133,9537,8571,966,744,134,77,9,2,36,36,0,0,0,0,19,0,7,177,55,302
29,177,22825,10550,9980,8920,1060,860,123,28,0,49,55,55,0,0,0,0,0,0,0,127,63,325
29,179,6315,2414,2152,1896,256,246,10,0,0,0,3,3,0,0,0,0,0,0,0,100,52,107
29,181,13693,4984,4519,3841,678,504,80,23,71,0,0,0,0,0,0,0,0,7,14,53,54,337
29,183,389985,205673,190272,176909,13363,10298,1737,842,190,296,401,219,0,147,28,7,97,244,234,1653,1033,11739
29,185,9383,3481,2976,2675,301,202,11,17,44,27,2,2,0,0,0,0,0,0,0,127,45,331
29,186,17871,8592,8142,7005,1137,853,239,32,2,11,1,1,0,0,0,0,0,0,19,51,66,313
29,187,66342,26721,25692,22404,3288,2439,376,168,120,185,22,22,0,0,0,0,16,30,0,325,110,526
29,189,998684,488952,438805,405415,33390,26181,4134,2048,494,533,12076,9988,88,1666,308,26,561,605,1024,7253,3172,25456
29,195,23102,10311,9518,8220,1298,1022,92,82,102,0,82,82,0,0,0,0,0,1,4,209,137,360
29,197,4502,1814,1673,1529,144,126,0,11,7,0,4,4,0,0,0,0,0,1,3,22,27,84
29,199,4898,2086,1698,1474,224,85,88,43,8,0,0,0,0,0,0,0,0,0,10,21,19,338
29,201,38729,16561,15489,13610,1879,1387,215,118,143,16,28,2,0,0,8,18,0,8,10,289,88,649
29,203,8246,2860,2467,2177,290,201,47,0,42,0,24,24,0,0,0,0,0,0,0,32,58,279
29,205,6061,2918,2461,2234,227,150,49,7,4,17,0,0,0,0,0,0,0,3,0,193,19,242
29,207,29512,12283,11479,10152,1327,1150,84,67,19,7,74,74,0,0,0,0,0,2,6,164,106,452
29,209,31527,11805,10587,9186,1401,1220,91,71,6,13,4,4,0,0,0,0,3,57,0,171,57,926
29,211,6317,2616,2373,1800,573,441,104,11,2,15,0,0,0,0,0,0,0,1,0,39,34,169
29,213,54720,24056,21735,17938,3797,2920,710,26,80,61,185,179,0,0,0,6,63,36,7,459,152,1419
29,215,25671,8629,7873,6747,1126,911,168,27,16,4,23,14,9,0,0,0,0,0,13,321,43,356
29,217,20691,9178,7837,6870,967,678,223,57,9,0,36,36,0,0,0,0,0,0,2,287,76,940
29,219,33908,14793,13985,12936,1049,692,123,119,115,0,7,7,0,0,0,0,0,0,0,105,179,517
29,221,24931,8717,8028,7238,790,661,87,11,31,0,29,14,0,0,0,15,0,0,0,101,157,402
29,223,13308,4133,3726,3019,707,574,106,0,27,0,36,29,0,0,7,0,2,0,0,20,40,309
29,225,38082,15233,14205,12250,1955,1438,219,142,86,70,54,43,11,0,0,0,10,2,0,359,176,427
29,227,2040,910,800,705,95,70,20,5,0,0,4,4,0,0,0,0,0,6,0,47,5,48
29,229,18293,6507,5738,5041,697,540,77,12,10,58,0,0,0,0,0,0,0,19,9,298,83,360
29,510,311273,151379,120913,109191,11722,9598,1326,364,266,168,14131,13291,58,610,172,0,247,156,1270,7282,1029,6351
30,1,9393,4559,3621,3269,352,206,117,17,12,0,1,1,0,0,0,0,1,0,84,471,71,310
30,3,13376,4694,3816,3214,602,509,46,40,0,7,29,29,0,0,0,0,0,0,14,330,59,446
30,5,6727,2481,2058,1824,234,166,17,28,2,21,41,41,0,0,0,0,0,0,3,183,15,181
30,7,5834,2576,2245,2054,191,158,10,14,9,0,0,0,0,0,0,0,0,7,4,86,13,221
30,9,10546,5151,3831,3303,528,405,57,36,14,16,54,54,0,0,0,0,0,2,38,375,87,764
30,11,1318,638,374,332,42,22,13,4,3,0,0,0,0,0,0,0,0,0,6,68,21,169
30,13,81746,38688,35166,30901,4265,3009,705,442,41,68,243,206,14,0,0,23,34,29,162,1348,201,1505
30,15,5789,2492,1785,1534,251,199,22,3,16,11,16,16,0,0,0,0,0,0,27,250,31,383
30,17,11845,6401,5615,5017,598,383,106,83,5,21,22,15,0,0,7,0,25,27,12,251,30,419
30,19,1753,864,725,660,65,62,3,0,0,0,0,0,0,0,0,0,0,0,5,49,0,85
30,21,9191,4885,4253,3684,569,385,151,26,7,0,8,8,0,0,0,0,0,32,23,244,15,310
30,23,9100,3568,3055,2662,393,190,126,16,21,40,7,7,0,0,0,0,0,2,9,199,44,252
30,25,2838,1510,1233,1165,68,34,9,25,0,0,2,2,0,0,0,0,0,0,0,118,9,148
30,27,11273,5658,4469,4029,440,321,72,41,6,0,2,2,0,0,0,0,0,29,51,580,65,462
30,29,98082,46539,40760,37542,3218,2303,560,255,40,60,324,324,0,0,0,0,34,77,238,1367,461,3278
30,31,104729,58161,48075,42742,5333,4037,864,274,130,28,274,274,0,0,0,0,12,160,1513,3469,308,4350
30,33,1141,614,363,337,26,24,2,0,0,0,1,1,0,0,0,0,0,11,4,83,3,149
30,35,13699,4548,3442,2963,479,247,59,167,6,0,0,0,0,0,0,0,0,0,10,666,25,405
30,37,724,341,196,181,15,13,2,0,0,0,0,0,0,0,0,0,0,0,1,79,4,61
30,39,3269,1146,841,712,129,102,6,21,0,0,2,2,0,0,0,0,0,0,0,165,16,122
30,41,16439,7027,6322,5567,755,565,92,60,0,38,33,33,0,0,0,0,0,0,17,395,40,220
30,43,11778,5329,4824,4064,760,613,89,44,10,4,19,19,0,0,0,0,0,5,8,157,44,272
30,45,1951,970,590,536,54,51,3,0,0,0,0,0,0,0,0,0,0,0,10,227,9,134
30,47,29774,12127,10221,9079,1142,927,169,5,38,3,46,46,0,0,0,0,13,7,74,590,99,1077
30,49,67077,34189,29822,26495,3327,2590,406,158,72,101,181,181,0,0,0,0,0,86,389,1484,176,2051
30,51,2280,1113,684,572,112,66,0,46,0,0,0,0,0,0,0,0,0,0,0,349,0,80
30,53,19358,6720,5804,5220,584,412,95,29,16,32,19,19,0,0,0,0,0,0,56,386,146,309
30,55,1630,765,553,497,56,47,7,2,0,0,0,0,0,0,0,0,0,0,0,64,0,148
30,57,8218,3881,2934,2499,435,343,76,9,7,0,42,24,0,0,0,18,0,6,43,351,58,447
30,59,1968,947,680,598,82,66,16,0,0,0,0,0,0,0,0,0,0,2,0,99,19,147
30,61,4211,1582,1358,1152,206,197,9,0,0,0,3,3,0,0,0,0,0,0,0,112,0,109
30,63,115983,62650,51429,45385,6044,4165,1269,353,63,194,1361,1306,0,28,0,27,119,116,2628,3247,412,3338
30,65,4807,1722,1314,1148,166,139,2,0,24,1,0,0,0,0,0,0,0,0,0,94,58,256
30,67,16246,7999,6318,5338,980,603,249,74,24,30,139,139,0,0,0,0,0,2,66,575,85,814
30,69,432,224,94,79,15,12,3,0,0,0,0,0,0,0,0,0,0,0,0,47,2,81
30,71,4124,1659,1264,1143,121,72,33,8,0,8,20,20,0,0,0,0,0,0,18,156,3,198
30,73,6044,2458,1937,1643,294,211,50,33,0,0,0,0,0,0,0,0,0,0,11,291,4,215
30,75,1619,959,698,644,54,40,0,14,0,0,0,0,0,0,0,0,0,0,22,136,0,103
30,77,6861,2550,1966,1767,199,168,25,6,0,0,2,2,0,0,0,0,0,0,0,180,16,386
30,79,1342,597,388,330,58,52,0,6,0,0,0,0,0,0,0,0,0,0,0,100,8,101
30,81,41902,17507,14721,12434,2287,1640,472,142,27,6,16,16,0,0,0,0,14,14,137,780,252,1573
30,83,11360,6006,5355,4709,646,452,108,57,14,15,7,7,0,0,0,0,0,0,28,315,68,233
30,85,11228,3823,3242,2921,321,225,57,16,23,0,82,82,0,0,0,0,0,3,3,331,2,160
30,87,9250,3840,3125,2854,271,213,41,7,10,0,13,13,0,0,0,0,0,32,42,365,33,230
30,89,11521,3976,2840,2565,275,217,26,11,21,0,2,2,0,0,0,0,0,0,14,283,104,733
30,91,3574,1788,1452,1274,178,105,30,5,32,6,8,2,0,6,0,0,0,0,8,146,9,165
30,93,34814,16071,14515,12912,1603,1239,157,100,59,48,103,88,0,0,0,15,38,35,46,558,248,528
30,95,9410,4428,3573,2904,669,328,38,175,105,23,87,81,0,0,0,6,0,4,5,323,110,326
30,97,3653,1508,1151,1048,103,60,20,13,10,0,99,99,0,0,0,0,0,0,9,84,15,150
30,99,6080,2623,2080,1674,406,341,36,15,5,9,19,19,0,0,0,0,0,3,18,230,15,258
30,101,4976,2147,1569,1307,262,197,22,32,6,5,0,0,0,0,0,0,0,0,0,395,0,183
30,103,777,375,260,233,27,24,1,2,0,0,0,0,0,0,0,0,0,0,4,61,7,43
30,105,7532,3723,3180,2697,483,260,181,28,14,0,9,9,0,0,0,0,0,0,39,229,13,253
30,107,2149,952,518,469,49,24,22,0,3,0,15,15,0,0,0,0,2,0,0,286,2,129
30,109,1175,559,430,390,40,28,12,0,0,0,0,0,0,0,0,0,0,0,0,41,0,88
30,111,157816,79541,73095,65882,7213,5747,713,386,231,136,501,495,0,0,0,6,20,151,406,2041,382,2945
31,1,31583,15554,14325,12713,1612,1106,163,141,192,10,96,67,0,0,0,29,0,8,58,281,98,688
31,3,6372,3189,2694,2421,273,195,52,18,8,0,0,0,0,0,0,0,0,0,7,147,27,314
31,5,418,191,142,115,27,20,1,6,0,0,0,0,0,0,0,0,0,0,0,12,0,37
31,7,696,402,282,236,46,42,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,107
31,9,480,255,180,156,24,21,0,0,3,0,1,1,0,0,0,0,0,0,0,20,4,50
31,11,5313,2782,2298,2126,172,124,33,13,2,0,0,0,0,0,0,0,0,0,3,88,12,381
31,13,11089,5217,4773,4361,412,257,33,98,14,10,4,4,0,0,0,0,24,7,34,127,37,211
31,15,2042,996,703,654,49,33,9,7,0,0,0,0,0,0,0,0,0,0,5,74,5,209
31,17,2988,1468,1236,1110,126,88,25,13,0,0,0,0,0,0,0,0,0,0,4,115,15,98
31,19,49030,27188,25010,22407,2603,1986,309,210,70,28,68,68,0,0,0,0,7,76,191,692,250,894
31,21,6528,2973,2702,2487,215,160,36,12,1,6,0,0,0,0,0,0,0,6,2,96,27,140
31,23,8067,4086,3644,3340,304,256,36,0,9,3,7,5,0,0,0,2,0,8,0,131,39,257
31,25,25702,13107,12304,11360,944,793,97,36,17,1,13,3,0,0,0,10,0,18,10,197,27,538
31,27,8523,4413,3685,3305,380,280,63,30,0,7,3,0,0,0,0,3,0,0,3,243,77,402
31,29,3734,1986,1665,1557,108,59,11,26,0,12,0,0,0,0,0,0,0,5,0,100,74,142
31,31,5790,3076,2305,2009,296,188,42,51,0,15,18,18,0,0,0,0,0,0,10,225,24,494
31,33,9852,5236,4897,4331,566,484,75,2,5,0,0,0,0,0,0,0,0,19,25,88,24,183
31,35,6232,2972,2733,2375,358,309,32,11,4,2,0,0,0,0,0,0,0,7,20,93,32,87
31,37,10760,5237,4443,3697,746,607,37,92,10,0,0,0,0,0,0,0,0,20,4,251,187,332
31,39,8991,4556,4038,3737,301,235,21,39,6,0,0,0,0,0,0,0,0,0,0,199,10,309
31,41,10830,5417,4597,4157,440,258,95,27,26,34,1,1,0,0,0,0,0,18,14,266,78,443
31,43,20317,10115,9293,7751,1542,1151,273,77,25,16,19,19,0,0,0,0,0,0,17,402,22,362
31,45,8896,4552,3569,3207,362,270,75,17,0,0,4,4,0,0,0,0,0,0,119,616,28,216
31,47,23804,12019,11272,9226,2046,1279,367,317,23,60,3,0,0,3,0,0,0,11,47,257,58,371
31,49,1894,910,796,723,73,53,12,8,0,0,0,0,0,0,0,0,0,4,6,46,17,41
31,51,5746,2891,2583,2390,193,157,28,8,0,0,0,0,0,0,0,0,0,0,0,118,14,176
31,53,36683,18284,17187,15093,2094,1449,494,109,39,3,24,20,0,0,0,4,0,16,115,431,57,454
31,55,554992,285090,260768,235974,24794,19268,3096,1404,702,324,3387,3277,37,20,23,30,290,288,767,5758,2523,11309
31,57,2023,923,853,827,26,22,4,0,0,0,2,2,0,0,0,0,0,0,2,16,2,48
31,59,5574,2765,2409,2217,192,162,21,2,0,7,2,0,0,0,2,0,0,0,19,129,29,177
31,61,3006,1474,1261,1199,62,48,10,4,0,0,8,8,0,0,0,0,0,5,0,66,9,125
31,63,2609,1231,1018,903,115,69,31,12,0,3,0,0,0,0,0,0,0,0,0,89,9,115
31,65,4786,2345,2097,1856,241,209,10,10,9,3,0,0,0,0,0,0,0,5,12,103,11,117
31,67,21595,10830,9737,8600,1137,847,179,105,6,0,11,11,0,0,0,0,0,20,22,324,62,654
31,69,1860,848,656,616,40,27,13,0,0,0,1,1,0,0,0,0,0,0,0,55,6,130
31,71,1975,976,779,732,47,25,6,6,10,0,0,0,0,0,0,0,0,0,2,91,8,96
31,73,2015,1087,988,898,90,43,44,0,3,0,9,9,0,0,0,0,0,0,0,27,17,46
31,75,718,360,236,217,19,13,0,2,4,0,0,0,0,0,0,0,0,0,2,36,15,71
31,77,2410,1175,866,807,59,46,13,0,0,0,10,10,0,0,0,0,0,0,2,70,4,223
31,79,61343,30870,29042,25371,3671,2601,655,195,110,110,118,69,25,24,0,0,0,53,157,412,273,815
31,81,9178,4738,4125,3758,367,219,131,7,3,7,0,0,0,0,0,0,0,18,12,238,22,323
31,83,3438,1597,1415,1268,147,125,17,5,0,0,6,6,0,0,0,0,0,0,4,63,5,104
31,85,943,494,424,378,46,31,3,12,0,0,0,0,0,0,0,0,0,0,0,24,3,43
31,87,2843,1277,1126,1003,123,88,35,0,0,0,0,0,0,0,0,0,0,0,0,57,2,92
31,89,10245,5575,4568,4122,446,322,89,32,3,0,23,23,0,0,0,0,0,0,10,216,45,713
31,91,691,278,194,179,15,13,0,2,0,0,0,0,0,0,0,0,0,0,5,36,10,33
