STATEA,COUNTYA,AJWME001,AJXCE001,AJXCE002,AJXCE003,AJXCE004,AJXCE005,AJXCE006,AJXCE007,AJXCE008,AJXCE009,AJXCE010,AJXCE011,AJXCE012,AJXCE013,AJXCE014,AJXCE015,AJXCE016,AJXCE017,AJXCE018,AJXCE019,AJXCE020,AJXCE021
17,19,209448,101842,79960,71466,8494,6263,1272,354,215,390,6502,6385,12,47,58,0,43,191,2382,7833,620,4311
17,21,33231,14727,13505,11995,1510,1216,155,85,15,39,92,92,0,0,0,0,0,19,18,395,71,627
17,23,15836,7546,7037,6124,913,733,129,35,16,0,0,0,0,0,0,0,0,7,11,105,49,337
17,25,13338,6034,5554,5058,496,339,46,32,23,56,69,69,0,0,0,0,0,0,0,105,32,274
17,27,37628,18340,17018,15460,1558,1182,247,56,43,30,189,152,0,37,0,0,0,47,125,311,111,539
17,29,51736,24630,21583,18832,2751,2189,397,71,16,78,233,203,0,0,27,3,43,0,235,1453,43,1040
17,31,5223719,2498849,1734249,1534352,199897,152308,28384,10627,5038,3540,475363,198773,2466,193929,79958,237,12366,1669,27613,107432,22143,118014
17,33,19088,7857,7281,6511,770,467,242,60,0,1,34,34,0,0,0,0,0,17,12,172,21,320
17,35,10865,5149,4804,4378,426,359,51,9,0,7,8,8,0,0,0,0,0,3,4,99,29,202
17,37,104200,50656,44921,40587,4334,3199,887,51,136,61,914,709,0,37,168,0,16,12,312,1877,351,2253
17,39,16042,8052,7435,6900,535,386,111,13,21,4,9,0,0,0,9,0,0,11,72,157,59,309
17,41,19714,9280,7911,7038,873,631,133,69,20,20,3,3,0,0,0,0,13,4,317,382,130,520
17,43,931743,480621,402743,369486,33257,26019,4633,1899,469,237,34128,1593,135,1371,31016,13,715,282,1528,7820,2467,30938
17,45,17539,8136,7550,6699,851,604,121,80,37,9,22,20,2,0,0,0,0,5,4,132,38,385
17,47,6507,2992,2726,2532,194,173,10,11,0,0,2,2,0,0,0,0,0,0,8,72,17,167
17,49,34174,17087,15800,14652,1148,888,151,93,0,16,65,57,0,1,0,7,5,12,39,425,166,575
17,51,21724,8532,7951,7249,702,492,45,120,45,0,66,63,0,3,0,0,0,46,4,216,81,168
17,53,13398,6187,5547,4974,573,485,56,17,3,12,14,0,0,0,14,0,0,2,29,261,36,298
17,55,39127,15206,14277,12709,1568,1296,176,61,28,7,55,55,0,0,0,0,17,0,29,185,131,512
17,57,35418,14902,13957,12725,1232,992,183,57,0,0,36,32,0,0,4,0,0,0,54,397,71,387
17,59,5157,2060,1929,1762,167,114,41,3,5,4,5,5,0,0,0,0,0,0,5,14,31,76
17,61,13218,5928,5434,4942,492,397,73,20,2,0,14,14,0,0,0,0,0,4,12,133,38,293
17,63,50509,24547,23187,21739,1448,1227,190,5,8,18,192,9,0,42,141,0,0,20,13,151,159,825
17,65,8221,3539,3156,2775,381,259,87,28,0,7,42,42,0,0,0,0,0,0,4,71,13,253
17,67,18112,8012,7352,6799,553,463,69,14,6,1,31,18,0,0,0,13,0,1,8,148,62,410
17,69,4009,1347,1253,1164,89,89,0,0,0,0,47,47,0,0,0,0,0,0,0,18,11,18
17,71,6884,3229,2958,2718,240,206,24,2,8,0,10,0,0,4,6,0,0,0,0,63,29,169
17,73,49464,22708,21223,19598,1625,1151,412,33,21,8,26,26,0,0,0,0,0,47,17,330,200,865
17,75,28169,13065,11934,10730,1204,1053,115,29,5,2,20,20,0,0,0,0,0,0,39,272,164,636
17,77,58551,24303,21422,19118,2304,1812,336,33,80,43,408,408,0,0,0,0,69,22,245,1242,154,741
17,79,9598,4397,3863,3510,353,195,54,58,43,3,3,3,0,0,0,0,13,0,26,162,29,301
17,81,38169,15775,14486,12986,1500,1231,166,84,8,11,139,135,0,4,0,0,178,25,6,268,96,577
17,83,22069,10431,9638,8910,728,612,50,25,3,38,13,13,0,0,0,0,0,4,3,388,47,338
17,85,21834,10589,9281,8533,748,621,73,37,12,5,97,62,25,0,0,10,14,3,9,432,88,665
17,87,12602,3835,3467,3244,223,193,27,0,0,3,2,2,0,0,0,0,0,2,0,122,40,202
17,89,530839,260196,232328,207341,24987,19014,4077,1028,733,135,6651,916,17,287,5381,50,250,381,752,3290,2424,14120
17,91,111061,49534,45164,41304,3860,2952,372,201,175,160,765,592,0,27,146,0,19,19,86,1118,792,1571
17,93,124626,62987,57266,52780,4486,3390,454,22,619,1,1744,162,0,64,1518,0,58,18,0,422,493,2986
17,95,50999,21009,19143,17310,1833,1545,235,18,4,31,73,71,0,2,0,0,18,50,56,954,176,539
17,97,703619,354769,301755,272667,29088,22199,4131,1965,472,321,15948,2179,33,862,12827,47,319,304,593,9949,2680,23221
17,99,110401,50258,46788,42589,4199,3248,580,267,45,59,144,110,0,0,34,0,84,76,333,839,277,1717
17,101,16189,6203,5582,5029,553,382,42,93,24,12,9,9,0,0,0,0,0,0,0,211,43,358
17,103,34527,15178,14083,12654,1429,1150,178,79,20,2,85,85,0,0,0,0,25,7,22,228,148,580
17,105,36324,16024,14503,13058,1445,1108,179,78,47,33,38,36,0,0,0,2,30,17,72,628,285,451
17,107,29207,12224,11038,9698,1340,942,182,60,98,58,57,57,0,0,0,0,3,26,76,423,11,590
17,109,30875,13112,11075,9820,1255,1010,195,0,18,32,196,196,0,0,0,0,27,24,86,1036,97,571
17,111,307789,160359,142831,132102,10729,8521,1675,335,100,98,4269,282,0,79,3908,0,40,128,287,1312,1165,10327
17,113,173219,89463,79788,72117,7671,6694,571,250,78,78,1105,1071,0,6,14,14,124,155,368,3707,414,3802
17,115,106512,47007,43523,39399,4124,3354,540,89,93,48,700,675,2,15,6,2,65,58,75,830,252,1504
17,117,45719,20299,18584,16941,1643,1290,202,129,22,0,51,50,1,0,0,0,0,13,59,432,133,1027
17,119,265670,123588,114059,105375,8684,7097,990,294,171,132,2185,2008,26,118,27,6,129,153,88,1629,529,4816
17,121,38084,16280,15479,13866,1613,1178,234,49,114,38,55,37,0,12,6,0,17,45,10,308,48,318
17,123,11794,5287,4854,4470,384,333,27,12,0,12,0,0,0,0,0,0,0,25,22,150,19,217
17,125,13778,6070,5568,4899,669,480,99,74,16,0,0,0,0,0,0,0,0,9,29,196,44,224
17,127,14430,5588,5231,4736,495,417,38,1,8,31,43,43,0,0,0,0,0,16,0,80,65,153
17,129,12367,6018,5555,4942,613,550,27,18,0,18,4,4,0,0,0,0,0,8,4,47,35,365
17,131,15693,7315,6879,6563,316,220,88,4,0,4,0,0,0,0,0,0,0,4,5,54,62,311
17,133,33936,17680,16238,15135,1103,792,195,99,17,0,51,39,0,12,0,0,0,9,0,222,87,1073
17,135,29009,11068,10297,9668,629,534,49,44,2,0,52,52,0,0,0,0,0,11,9,200,30,469
17,137,34426,15425,13991,12715,1276,957,228,65,6,20,62,37,25,0,0,0,8,0,89,527,149,599
17,139,14703,6837,5878,5338,540,316,69,84,45,26,4,4,0,0,0,0,47,17,168,216,142,365
17,141,51328,24505,22526,19901,2625,2060,423,53,45,44,77,65,0,7,5,0,4,36,30,306,221,1305
17,143,184463,81715,74415,67600,6815,5336,958,196,202,123,1673,1660,0,0,0,13,42,123,333,1966,701,2462
17,145,21384,7851,7467,6549,918,711,164,39,4,0,54,54,0,0,0,0,11,0,2,108,14,195
17,147,16427,8520,7981,7268,713,600,98,7,8,0,53,52,0,0,1,0,0,7,20,89,27,343
17,149,15754,6841,6155,5533,622,450,140,21,8,3,9,9,0,0,0,0,0,12,1,150,88,426
17,151,4249,1204,1097,1027,70,59,7,0,4,0,15,15,0,0,0,0,0,0,0,5,22,65
17,153,5611,1842,1670,1575,95,59,22,14,0,0,5,5,0,0,0,0,0,0,0,51,13,103
17,155,5746,2908,2738,2538,200,116,66,9,2,7,0,0,0,0,0,0,0,0,14,48,18,90
17,157,32546,12706,11800,10623,1177,1052,108,13,3,1,7,7,0,0,0,0,0,52,54,399,104,290
17,159,15881,7088,6629,5899,730,598,109,15,8,0,36,20,0,16,0,0,0,10,0,107,42,264
17,161,145275,66938,61185,55867,5318,3892,911,152,186,177,1018,1008,0,4,6,0,8,9,245,1674,925,1874
17,163,263463,119946,107728,99595,8133,6224,1211,410,191,97,4401,2459,122,1462,358,0,0,134,370,1941,1221,4151
17,165,24231,9446,8952,8102,850,643,144,25,18,20,59,59,0,0,0,0,18,0,0,124,46,247
17,167,197661,94060,85701,78656,7045,5737,866,200,161,81,1470,1353,0,94,12,11,161,89,422,1871,843,3503
17,169,7064,2870,2588,2240,348,287,55,6,0,0,16,8,8,0,0,0,0,0,0,90,7,169
17,171,5047,2297,2140,1913,227,208,11,3,0,5,20,20,0,0,0,0,0,0,8,41,6,82
17,173,21832,10200,9536,8939,597,412,111,48,7,19,29,29,0,0,0,0,0,0,3,165,47,420
17,175,5500,2478,2155,1969,186,147,6,30,0,3,16,16,0,0,0,0,0,10,12,49,3,233
17,177,45433,20890,18628,16506,2122,1713,268,49,74,18,174,174,0,0,0,0,141,33,70,516,203,1125
17,179,133852,62492,58664,54248,4416,3684,462,156,53,61,380,372,0,0,8,0,25,178,227,847,271,1900
17,181,17127,7027,6505,5862,643,447,163,2,6,25,34,34,0,0,0,0,13,50,21,40,49,315
17,183,78407,31216,28669,26353,2316,1965,245,18,63,25,238,215,0,2,21,0,22,27,31,813,123,1293
17,185,11573,5217,4856,4398,458,345,85,28,0,0,9,9,0,0,0,0,0,11,0,71,31,239
17,187,17338,7937,6949,6194,755,606,130,13,0,6,72,72,0,0,0,0,8,0,61,375,76,396
17,189,14155,6965,6427,5969,458,316,102,37,0,3,54,54,0,0,0,0,0,4,0,172,54,254
17,191,16487,7450,6741,6076,665,484,143,22,13,3,61,61,0,0,0,0,0,0,11,145,34,458
17,193,14025,5793,5491,4852,639,455,157,18,9,0,6,6,0,0,0,0,0,11,9,64,10,202
17,195,56396,25948,24294,22000,2294,1692,369,176,18,39,82,82,0,0,0,0,0,2,100,463,249,758
17,197,688697,342389,307950,287287,20663,15943,2779,1130,542,269,12986,1586,13,727,10607,53,227,156,293,2641,2839,15297
17,199,67299,28540,26256,24045,2211,1780,243,122,42,24,204,171,0,0,33,0,0,30,131,602,169,1148
17,201,286174,130357,120592,107735,12857,9788,1890,689,282,208,1664,1492,59,0,113,0,155,229,451,1477,975,4814
17,203,38817,18544,17225,16047,1178,880,135,43,89,31,77,77,0,0,0,0,0,18,9,376,72,767
18,1,35195,15227,13869,11264,2605,1021,266,200,461,657,0,0,0,0,0,0,16,18,27,342,260,695
18,3,370016,175734,163227,147745,15482,11337,2279,794,659,413,1255,1111,18,45,11,70,173,108,437,2367,814,7353
18,5,81893,39495,36881,33248,3633,2972,336,181,118,26,171,161,0,0,0,10,0,47,76,543,380,1397
18,7,8667,3927,3599,3162,437,371,42,12,12,0,13,12,1,0,0,0,0,0,6,104,19,186
18,9,12129,5298,5001,4582,419,350,25,23,21,0,24,24,0,0,0,0,0,0,4,139,55,75
18,11,64321,33026,30296,28256,2040,1790,125,43,29,53,58,48,0,10,0,0,0,69,59,327,421,1796
18,13,15034,6797,6347,5766,581,413,136,16,6,10,9,9,0,0,0,0,0,0,0,88,15,338
18,15,19994,9119,8595,7555,1040,874,125,41,0,0,19,11,0,0,8,0,0,10,19,149,80,247
18,17,38084,16768,15934,13927,2007,1621,239,26,89,32,80,80,0,0,0,0,18,29,18,231,132,326
18,19,115702,56749,53130,48431,4699,3865,566,150,80,38,418,418,0,0,0,0,11,103,42,525,232,2288
18,21,26268,12039,11465,10125,1340,1011,225,81,1,22,4,0,0,4,0,0,0,37,12,184,62,275
18,23,32301,14539,13395,11857,1538,1086,274,109,58,11,9,9,0,0,0,0,68,36,22,168,157,684
18,25,10581,4325,4085,3672,413,312,50,0,26,25,20,20,0,0,0,0,0,0,0,45,54,121
18,27,32937,14280,12885,10407,2478,1097,295,273,607,206,52,52,0,0,0,0,0,27,236,539,208,333
18,29,49501,24653,23121,21262,1859,1262,396,105,82,14,91,83,0,8,0,0,0,37,0,371,158,875
18,31,26552,12972,12269,10967,1302,1144,120,24,11,3,77,77,0,0,0,0,0,13,14,184,39,376
18,33,42704,21073,20165,18213,1952,1493,312,66,48,33,4,4,0,0,0,0,0,47,85,171,132,469
18,35,115616,51745,45340,41190,4150,3353,523,159,76,39,976,976,0,0,0,0,0,44,505,2594,556,1730
18,37,42418,22019,20762,19630,1132,907,48,52,112,13,12,12,0,0,0,0,0,23,29,260,27,906
18,39,203604,93917,86220,73370,12850,9879,1559,497,552,363,255,231,18,0,6,0,196,435,1195,1581,531,3504
18,41,23259,9738,9137,8366,771,614,140,0,8,9,23,23,0,0,0,0,0,9,36,112,117,304
18,43,76809,37689,35329,32559,2770,2308,262,91,72,37,300,270,12,0,6,12,0,6,6,398,73,1577
18,45,16486,7364,6705,5958,747,634,72,3,33,5,54,54,0,0,0,0,0,8,17,240,46,294
18,47,22842,10953,10254,9698,556,403,41,82,30,0,32,23,0,0,0,9,0,0,21,66,82,498
18,49,20212,9254,8625,7602,1023,560,396,51,16,0,10,10,0,0,0,0,0,0,67,115,150,287
18,51,33596,16032,15174,14071,1103,956,57,66,17,7,26,17,0,0,0,9,0,10,9,347,139,327
18,53,66944,28465,24860,22565,2295,1854,197,48,78,118,85,85,0,0,0,0,0,36,39,1849,260,1336
18,55,32295,13939,13445,12212,1233,933,235,49,16,0,20,7,0,13,0,0,10,61,12,164,84,143
18,57,316095,166853,150252,138809,11443,9508,1116,379,271,169,199,114,64,0,21,0,34,152,183,1437,829,13767
18,59,73830,37900,35830,33716,2114,1669,187,134,58,66,22,22,0,0,0,0,0,19,32,370,124,1503
18,61,39712,17377,16451,15135,1316,965,190,68,52,41,28,26,0,2,0,0,0,46,0,248,29,575
18,63,160940,82924,77106,71894,5212,4391,603,68,132,18,70,55,0,12,0,3,49,23,19,584,907,4166
18,65,48483,19794,18584,16832,1752,1422,222,90,15,3,9,9,0,0,0,0,0,13,36,274,152,726
18,67,82387,36165,34004,30341,3663,3028,339,162,81,53,188,103,85,0,0,0,49,33,65,373,265,1188
18,69,36378,18004,16716,15569,1147,1013,50,52,20,12,32,32,0,0,0,0,5,10,26,535,54,626
18,71,43938,20242,19140,16895,2245,1667,264,106,111,97,94,94,0,0,0,0,0,38,33,358,218,361
18,73,33449,15086,14135,12879,1256,1024,139,21,44,28,51,43,8,0,0,0,0,18,10,307,101,464
18,75,20993,9339,8428,7359,1069,768,206,0,54,41,46,46,0,0,0,0,35,0,24,250,106,450
18,77,32237,14198,12993,11774,1219,1015,132,24,15,33,53,50,0,0,3,0,0,0,4,421,220,507
18,79,27727,13079,12360,10856,1504,1254,37,96,22,95,66,66,0,0,0,0,0,0,0,173,171,309
18,81,151564,75940,70987,65660,5327,4634,481,163,0,49,288,231,0,0,0,57,19,47,78,861,333,3327
18,83,37409,17556,16496,15209,1287,960,212,94,10,11,61,61,0,0,0,0,37,54,89,372,147,300
18,85,78806,38376,35531,30791,4740,3859,512,154,137,78,50,42,0,0,8,0,67,54,296,642,195,1541
18,87,38942,16648,13513,9263,4250,1927,932,601,482,308,37,37,0,0,0,0,233,42,1107,596,283,837
18,89,486849,212408,194195,177211,16984,13623,1977,620,472,292,6164,1403,127,1272,3362,0,173,226,427,2642,2702,5879
18,91,110552,46046,42459,38522,3937,2820,773,171,122,51,432,271,0,17,144,0,0,17,172,979,353,1634
18,93,45619,20273,19312,17386,1926,1600,88,127,99,12,8,8,0,0,0,0,0,0,0,205,113,635
18,95,129505,55447,51343,46043,5300,4014,887,221,151,27,134,134,0,0,0,0,47,68,68,1281,471,2035
18,97,944523,450566,412156,372055,40101,31751,4862,1828,788,872,8441,8335,15,56,24,11,691,244,2086,8040,3863,15045
18,99,46595,20860,18962,16529,2433,1833,214,124,152,110,103,77,26,0,0,0,14,21,405,497,177,681
18,101,10210,4749,4226,3810,416,355,41,12,8,0,17,17,0,0,0,0,0,0,0,195,23,288
18,103,35901,14898,14132,12916,1216,943,137,112,24,0,13,6,0,0,7,0,0,60,58,168,129,338
18,105,145403,70370,57568,50837,6731,5462,723,291,168,87,2631,2615,0,10,2,4,112,68,1391,5307,356,2937
18,107,38276,18097,16831,14981,1850,1572,179,76,20,3,107,83,0,0,24,0,7,25,17,567,35,508
18,109,69727,32503,30733,27721,3012,2472,482,35,15,8,32,23,0,0,0,9,0,6,12,490,218,1012
18,111,14018,6000,5671,4937,734,539,70,11,110,4,3,3,0,0,0,0,0,0,15,70,154,87
18,113,47451,22610,21239,19064,2175,1518,279,123,220,35,14,14,0,0,0,0,0,100,77,376,201,603
18,115,5887,2944,2761,2491,270,193,42,9,26,0,6,6,0,0,0,0,0,0,0,100,18,59
18,117,19547,8353,7639,6853,786,552,160,55,16,3,3,3,0,0,0,0,0,2,6,206,84,413
18,119,20878,9295,8638,7580,1058,956,84,18,0,0,53,53,0,0,0,0,2,0,8,238,104,252
18,121,16996,6611,6054,5405,649,442,61,54,46,46,0,0,0,0,0,0,0,1,33,140,94,289
18,123,19141,8201,7850,6868,982,852,91,33,6,0,8,1,0,0,0,7,19,18,15,52,25,214
18,125,12411,5658,5473,4870,603,507,84,0,0,12,2,2,0,0,0,0,0,0,0,60,25,98
18,127,168041,78370,71701,67361,4340,3510,452,219,92,67,981,212,3,63,654,49,0,57,261,1349,469,3552
18,129,25589,12219,11542,11008,534,413,89,25,7,0,9,9,0,0,0,0,0,31,18,162,66,391
18,131,12660,5449,4943,4340,603,378,124,37,28,36,12,12,0,0,0,0,0,0,17,169,84,224
18,133,37559,15922,14277,12726,1551,1407,118,20,0,6,5,0,0,0,0,5,0,4,4,919,136,577
18,135,25076,11030,10234,9071,1163,909,103,116,31,4,42,42,0,0,0,0,0,13,5,173,86,477
18,137,28425,13793,12879,11703,1176,956,113,106,0,1,41,41,0,0,0,0,0,16,7,195,174,481
18,139,16704,7297,6868,6374,494,425,58,7,4,0,30,30,0,0,0,0,0,0,1,65,40,293
18,141,269240,126211,113709,103585,10124,7885,1369,625,111,134,1646,1415,14,43,160,14,84,79,749,4429,701,4814
18,143,23743,9966,9285,8454,831,658,117,55,1,0,0,0,0,0,0,0,0,0,122,91,124,344
18,145,44399,21873,20605,18965,1640,1462,171,2,5,0,17,9,0,0,0,8,0,9,11,392,238,601
18,147,20526,9804,9054,8410,644,539,75,30,0,0,14,14,0,0,0,0,0,11,3,118,72,532
18,149,22941,9457,8977,7869,1108,934,65,87,0,22,10,5,0,0,5,0,0,0,7,53,94,316
18,151,34474,16988,15606,13676,1930,1431,274,127,88,10,50,50,0,0,0,0,0,22,48,475,175,612
18,153,20792,8196,7955,7198,757,605,68,12,12,60,23,23,0,0,0,0,0,1,19,133,9,56
18,155,10628,4303,4009,3518,491,401,46,26,15,3,0,0,0,0,0,0,0,0,0,57,39,198
18,157,189294,90945,77276,67934,9342,7833,1048,352,90,19,2889,2876,11,0,2,0,74,165,1227,5939,643,2732
18,159,15218,7380,7010,6282,728,679,38,10,1,0,25,25,0,0,0,0,0,0,0,107,36,202
18,161,7153,3322,3097,2767,330,311,11,0,0,8,0,0,0,0,0,0,0,14,3,67,62,79
18,163,181313,86006,79890,73698,6192,4946,655,287,40,264,1232,1175,55,0,2,0,49,67,127,1880,748,2013
18,165,15560,6487,6088,5447,641,577,51,13,0,0,47,47,0,0,0,0,0,15,0,173,10,154
18,167,107693,47655,43535,39087,4448,3679,492,136,50,91,516,485,0,0,3,28,5,33,224,1654,326,1362
18,169,31631,14417,13218,12448,770,624,73,61,1,11,104,104,0,0,0,0,0,15,0,678,66,336
18,171,8247,3827,3642,3124,518,381,106,31,0,0,16,16,0,0,0,0,0,9,0,68,13,79
18,173,61928,31009,29402,27163,2239,1966,155,87,3,28,101,91,0,0,10,0,0,36,0,434,280,756
18,175,27827,11771,10966,9856,1110,903,135,19,48,5,11,4,0,0,7,0,0,15,12,165,83,519
18,177,66613,29271,26357,24142,2215,1722,301,129,44,19,45,45,0,0,0,0,49,110,65,951,618,1076
18,179,27947,13649,12788,11991,797,590,118,67,14,8,54,20,0,8,0,26,0,29,30,219,62,467
18,181,24217,11200,10375,8927,1448,957,306,82,92,11,33,15,0,0,0,18,0,3,28,143,170,448
18,183,33649,16749,15903,14749,1154,911,175,11,49,8,7,7,0,0,0,0,0,87,20,105,109,518
19,1,7124,3522,3217,2770,447,347,35,36,4,25,12,12,0,0,0,0,6,0,0,86,2,199
19,3,3726,1744,1553,1348,205,170,32,1,0,2,5,5,0,0,0,0,0,5,5,56,3,117
19,5,13880,6815,5871,5243,628,409,135,52,24,8,14,14,0,0,0,0,0,0,21,385,81,443
19,7,12510,5442,4932,4452,480,294,33,24,110,19,23,23,0,0,0,0,0,2,20,136,50,279
19,9,5637,2872,2654,2367,287,186,74,14,13,0,14,14,0,0,0,0,13,0,0,44,21,126
19,11,25626,13162,12037,10916,1121,877,206,36,2,0,25,22,0,0,0,3,0,7,13,412,57,611
19,13,133009,68238,61782,55617,6165,4870,771,309,158,57,315,315,0,0,0,0,52,166,396,2578,372,2577
19,15,26399,13605,12638,11285,1353,1118,136,25,37,37,22,15,0,0,7,0,0,26,63,375,20,461
19,17,24782,12798,11109,10183,926,655,191,50,12,18,42,38,4,0,0,0,0,12,44,802,15,774
19,19,21125,10253,8974,8187,787,575,125,40,37,10,36,26,0,5,0,5,0,0,81,355,108,699
19,21,20260,10243,8960,7474,1486,1218,177,17,8,66,29,18,11,0,0,0,0,21,83,577,53,520
19,23,14735,7126,6424,5799,625,534,69,16,6,0,15,15,0,0,0,0,6,7,32,216,16,410
19,25,9780,4327,3900,3614,286,216,48,7,12,3,18,18,0,0,0,0,0,5,11,86,36,271
19,27,20344,10544,9448,8747,701,532,105,62,2,0,35,35,0,0,0,0,0,0,48,257,60,696
19,29,13191,6318,5650,4991,659,525,68,43,17,6,63,56,0,7,0,0,9,23,10,240,9,314
19,31,18445,9743,8601,7991,610,477,47,23,17,46,44,44,0,0,0,0,0,5,16,237,72,768
19,33,42984,21533,19336,17708,1628,1262,237,6,85,38,149,149,0,0,0,0,14,64,153,809,165,843
19,35,11468,5780,5204,4842,362,309,53,0,0,0,0,0,0,0,0,0,0,0,0,178,28,370
19,37,12099,6372,5656,5081,575,329,118,113,8,7,23,23,0,0,0,0,0,0,15,249,54,375
19,39,9282,4532,4174,3576,598,480,84,33,1,0,22,22,0,0,0,0,0,0,0,103,51,182
19,41,16313,8050,7097,6265,832,509,212,95,16,0,18,18,0,0,0,0,14,5,45,173,100,598
19,43,17672,9043,7868,7108,760,540,153,48,19,0,23,14,0,0,0,9,0,7,21,391,143,590
19,45,47218,22196,20016,18258,1758,1365,237,152,4,0,140,140,0,0,0,0,0,61,32,622,159,1166
19,47,17132,7900,7215,6404,811,609,158,18,21,5,3,1,0,0,0,2,0,2,0,196,173,311
19,49,84002,45539,42510,39215,3295,2573,366,254,18,84,156,147,0,0,0,9,23,56,45,490,153,2106
19,51,8885,4031,3385,2873,512,268,214,28,2,0,2,2,0,0,0,0,12,31,7,154,222,218
19,53,8044,3634,2921,2476,445,275,91,40,18,21,4,0,0,4,0,0,0,3,14,358,24,310
19,55,17258,9191,8139,7538,601,414,90,57,38,2,16,16,0,0,0,0,0,0,0,242,47,747
19,57,39600,18759,16956,15607,1349,1029,217,82,21,0,59,59,0,0,0,0,97,46,102,607,287,605
19,59,17056,9077,8192,7452,740,520,119,43,6,52,47,47,0,0,0,0,0,3,134,198,110,393
19,61,96802,49726,44955,41227,3728,3030,421,160,67,50,455,430,12,13,0,0,44,28,172,1763,290,2019
19,63,9551,4693,4091,3542,549,370,109,33,0,37,8,8,0,0,0,0,0,14,21,122,52,385
19,65,19929,9790,8273,7431,842,692,70,35,45,0,32,32,0,0,0,0,0,13,8,502,142,820
19,67,15858,7636,6618,5889,729,503,95,100,0,31,49,49,0,0,0,0,51,21,38,319,23,517
19,69,10245,4793,4197,3791,406,262,124,11,3,6,31,29,2,0,0,0,0,0,0,209,22,334
19,71,6968,3316,3035,2745,290,235,24,21,10,0,0,0,0,0,0,0,0,5,3,110,36,127
19,73,9003,4431,3864,3488,376,288,58,24,6,0,12,12,0,0,0,0,0,9,76,155,27,288
19,75,12341,6133,5537,5092,445,291,146,5,3,0,7,7,0,0,0,0,0,13,5,225,27,319
19,77,10674,5215,4706,4126,580,395,128,38,8,11,13,13,0,0,0,0,0,3,3,189,46,255
19,79,15110,7479,6726,6242,484,290,147,47,0,0,1,1,0,0,0,0,0,11,27,261,10,443
19,81,10888,5624,4928,4456,472,346,65,47,10,4,30,30,0,0,0,0,0,43,5,124,42,452
19,83,17127,8585,7753,7160,593,495,30,45,5,18,4,2,0,0,2,0,0,0,6,309,107,406
19,85,14143,7233,6536,5937,599,474,80,24,21,0,17,15,0,0,0,2,0,6,7,240,114,313
19,87,19926,9243,8379,7727,652,546,43,30,29,4,8,0,0,8,0,0,0,23,87,245,200,301
19,89,9264,4661,3946,3546,400,326,54,13,0,7,91,91,0,0,0,0,0,0,49,220,31,324
19,91,9566,4620,4293,3920,373,272,75,8,2,16,2,2,0,0,0,0,0,5,0,81,61,178
19,93,6916,3351,2968,2610,358,274,61,6,14,3,0,0,0,0,0,0,0,0,13,145,36,189
19,95,16207,8294,7654,6763,891,670,50,18,110,43,5,5,0,0,0,0,0,4,11,192,26,402
19,97,19395,9394,8377,7902,475,388,60,6,6,15,43,43,0,0,0,0,0,2,12,294,77,589
19,99,36891,17320,15671,14072,1599,1320,175,61,21,22,79,73,0,6,0,0,28,53,40,502,46,901
19,101,18077,7968,6428,5668,760,629,101,15,15,0,3,3,0,0,0,0,0,45,98,322,79,993
19,103,147001,80871,63647,56676,6971,5089,897,329,591,65,4409,4342,0,0,9,58,74,430,1673,6798,596,3244
19,105,20568,9675,8472,7538,934,787,137,0,10,0,22,14,0,0,8,0,0,2,23,398,57,701
19,107,10200,4939,4397,3928,469,323,97,44,0,5,16,16,0,0,0,0,0,3,3,169,62,289
19,109,15075,7353,6396,5917,479,358,56,23,12,30,78,78,0,0,0,0,0,2,40,281,86,470
19,111,34541,15783,14468,13248,1220,1033,133,47,0,7,67,60,0,0,0,7,45,16,55,353,253,526
19,113,222121,117092,109184,99664,9520,7174,1307,419,438,182,769,760,0,5,0,4,62,106,407,2041,656,3867
19,115,11223,5439,5074,4430,644,529,20,8,73,14,6,6,0,0,0,0,0,2,0,64,68,225
19,117,8597,3911,3577,3289,288,226,36,7,7,12,0,0,0,0,0,0,0,7,3,61,24,239
19,119,11769,5993,5242,4753,489,331,136,20,0,2,5,0,0,0,0,5,0,0,9,244,17,476
19,121,15890,8263,7271,6491,780,587,131,37,22,3,26,24,0,0,0,2,0,0,17,232,33,684
19,123,22208,10665,9336,8473,863,700,64,62,1,36,47,33,14,0,0,0,0,14,122,475,119,552
19,125,33207,16710,14501,12860,1641,1248,171,29,171,22,71,66,0,0,0,5,0,47,120,1012,53,906
19,127,40271,18764,17175,14382,2793,2244,286,151,101,11,21,21,0,0,0,0,55,29,125,650,128,581
19,129,14957,7354,6661,6238,423,324,62,37,0,0,162,160,0,0,2,0,0,8,0,152,59,312
19,131,10631,5153,4345,4002,343,262,46,21,13,1,3,3,0,0,0,0,0,11,29,219,87,459
19,133,8796,4218,3752,3404,348,307,33,0,8,0,0,0,0,0,0,0,0,2,0,167,42,255
19,135,7863,3609,3227,2841,386,267,50,35,28,6,6,6,0,0,0,0,0,0,0,125,0,251
19,137,10155,4733,4286,3842,444,351,61,8,22,2,23,23,0,0,0,0,27,14,0,142,28,213
19,139,42950,21249,19763,18231,1532,1265,165,22,40,40,117,117,0,0,0,0,0,9,77,236,119,928
19,141,13911,7200,6158,5432,726,563,153,6,0,4,203,203,0,0,0,0,0,23,74,321,41,380
19,143,6115,3114,2787,2496,291,213,29,9,6,34,7,7,0,0,0,0,0,0,21,120,29,150
